n calls (143671010 primitive calls) in 165.255 seconds

Ordered by: cumulative time

ncalls  tottime  percall  cumtime  percall filename:lineno(function)
2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
1    0.000    0.000    0.000    0.000 drt.py:643(DrtBooleanExpression)
1    0.000    0.000    0.000    0.000 six.py:431(Module_six_moves_urllib_robotparser)
1    0.000    0.000    0.000    0.000 excel.py:652(_OpenpyxlWriter)
1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
1    0.000    0.000    0.000    0.000 hashing.py:125(NumpyHasher)
1    0.000    0.000    0.000    0.000 __init__.py:184(c_int)
1    0.000    0.000    0.000    0.000 _iotools.py:455(ConversionWarning)
1    0.000    0.000    0.000    0.000 api.py:63(StringTokenizer)
1    0.000    0.000    0.000    0.000 regexp.py:174(WordPunctTokenizer)
1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
1    0.000    0.000    0.000    0.000 request.py:1357(FTPHandler)
1    0.000    0.000    0.000    0.000 base.py:296(LinearRegression)
2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
1    0.000    0.000    0.000    0.000 quadpack.py:660(_OptFunc)
1    0.000    0.000    0.000    0.000 argparse.py:194(_Section)
1    0.000    0.000    0.000    0.000 common.py:41(PerformanceWarning)
1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
1    0.000    0.000    0.000    0.000 six.py:304(Module_six_moves_urllib_parse)
1    0.000    0.000    0.000    0.000 six.py:220(_MovedItems)
1    0.000    0.000    0.000    0.000 six.py:293(Module_six_moves_urllib_response)
1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
1    0.000    0.000    0.000    0.000 downloader.py:327(StartDownloadMessage)
1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
1    0.000    0.000    0.000    0.000 ticker.py:1055(NullLocator)
1    0.000    0.000    0.000    0.000 logic.py:1725(BooleanExpression)
1    0.000    0.000    0.000    0.000 __init__.py:3301(_setit)
1    0.000    0.000    0.000    0.000 featstruct.py:1242(_UnificationFailure)
1    0.000    0.000    0.000    0.000 tree.py:753(TreeView)
1    0.000    0.000    0.000    0.000 grid_search.py:253(_CVScoreTuple)
1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
1    0.000    0.000    0.000    0.000 __init__.py:1561(YView)
1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
1    0.000    0.000    0.000    0.000 tableau.py:320(TableauProverCommand)
1    0.000    0.000    0.000    0.000 context.py:13(ProcessError)
1    0.000    0.000    0.000    0.000 response.py:53(addinfo)
1    0.000    0.000    0.000    0.000 db.py:405(_Renamer)
1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
1    0.000    0.000    0.000    0.000 chart.py:844(ChartRuleI)
1    0.000    0.000    0.000    0.000 subprocess.py:380(TimeoutExpired)
1    0.000    0.000    0.000    0.000 parser.py:758(_attr)
1    0.000    0.000    0.000    0.000 parallel.py:145(CallBack)
1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
1    0.000    0.000    0.000    0.000 {built-in method getfilesystemencoding}
1    0.000    0.000    0.000    0.000 exceptions.py:154(SystemTimeWarning)
1    0.000    0.000    0.000    0.000 logic.py:1625(ExistsExpression)
1    0.000    0.000    0.000    0.000 rte.py:106(RTECorpusReader)
1    0.000    0.000    0.000    0.000 groupby.py:89(GroupByError)
1    0.000    0.000    0.000    0.000 pytables.py:578(TermValue)
1    0.000    0.000    0.000    0.000 rcsetup.py:207(__init__)
1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
1    0.000    0.000    0.000    0.000 boxer.py:1202(UnparseableInputException)
1    0.000    0.000    0.000    0.000 earleychart.py:342(IncrementalBottomUpChartParser)
1    0.000    0.000    0.000    0.000 header.py:416(_ValueFormatter)
1    0.000    0.000    0.000    0.000 api.py:25(Prover)
1    0.000    0.000    0.000    0.000 __init__.py:188(c_uint)
1    0.000    0.000    0.000    0.000 argparse.py:1555(_MutuallyExclusiveGroup)
1    0.000    0.000    0.000    0.000 logic.py:1760(ImpExpression)
1    0.000    0.000    0.000    0.000 earleychart.py:190(FilteredCompleteFundamentalRule)
1    0.000    0.000    0.000    0.000 chart.py:972(SingleEdgeFundamentalRule)
1    0.000    0.000    0.000    0.000 arpack.py:303(_ArpackParams)
1    0.000    0.000    0.000    0.000 synchronize.py:160(Lock)
1    0.000    0.000    0.000    0.000 groupby.py:97(SpecificationError)
1    0.000    0.000    0.000    0.000 request.py:1468(DataHandler)
1    0.000    0.000    0.000    0.000 util.py:1843(ShowText)
1    0.000    0.000    0.000    0.000 arpack.py:276(ArpackError)
1    0.000    0.000    0.000    0.000 request.py:885(HTTPBasicAuthHandler)
1    0.000    0.000    0.000    0.000 simple.py:41(SpaceTokenizer)
1    0.000    0.000    0.000    0.000 __init__.py:260(c_wchar_p)
1    0.000    0.000    0.000    0.000 utils.py:1513(WarningManager)
1    0.000    0.000    0.000    0.000 univariate_selection.py:454(SelectFdr)
1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
1    0.000    0.000    0.000    0.000 lobpcg.py:95(CallableLinearOperator)
1    0.000    0.000    0.000    0.000 aligned.py:87(AlignedSentCorpusView)
1    0.000    0.000    0.000    0.000 ElementTree.py:1213(XMLPullParser)
1    0.000    0.000    0.000    0.000 regexp.py:573(SplitRule)
1    0.000    0.000    0.000    0.000 core.py:7273(_convert2ma)
1    0.000    0.000    0.000    0.000 __init__.py:3642(LabelFrame)
1    0.000    0.000    0.000    0.000 format.py:2063(Timedelta64Formatter)
1    0.000    0.000    0.000    0.000 my_exceptions.py:36(TransportableException)
1    0.000    0.000    0.000    0.000 anneal.py:150(_state)
1    0.000    0.000    0.000    0.000 request.py:820(HTTPPasswordMgrWithDefaultRealm)
1    0.000    0.000    0.000    0.000 combinator.py:193(UndirectedSubstitution)
1    0.000    0.000    0.000    0.000 probability.py:731(LaplaceProbDist)
1    0.000    0.000    0.000    0.000 hashing.py:33(_MyHash)
1    0.000    0.000    0.000    0.000 argparse.py:917(_AppendAction)
1    0.000    0.000    0.000    0.000 rcsetup.py:185(validate_nseq_float)
1    0.000    0.000    0.000    0.000 sql.py:30(DatabaseError)
1    0.000    0.000    0.000    0.000 interface.py:346(MatrixLinearOperator)
1    0.000    0.000    0.000    0.000 numerictypes.py:1022(<listcomp>)
1    0.000    0.000    0.000    0.000 ssl.py:198(CertificateError)
1    0.000    0.000    0.000    0.000 maxent.py:1419(TadmMaxentClassifier)
1    0.000    0.000    0.000    0.000 parsers.py:28(ParserWarning)
1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
1    0.000    0.000    0.000    0.000 offsets.py:101(ApplyTypeError)
1    0.000    0.000    0.000    0.000 jsontags.py:31(JSONTaggedEncoder)
1    0.000    0.000    0.000    0.000 parse.py:123(_ResultMixinBytes)
1    0.000    0.000    0.000    0.000 earleychart.py:220(FeaturePredictorRule)
1    0.000    0.000    0.000    0.000 cross_validation.py:797(ShuffleSplit)
1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
1    0.000    0.000    0.000    0.000 parse.py:235(DefragResult)
1    0.000    0.000    0.000    0.000 exceptions.py:149(InsecureRequestWarning)
1    0.000    0.000    0.000    0.000 snowball.py:404(DutchStemmer)
1    0.000    0.000    0.000    0.000 packers.py:570(Packer)
1    0.000    0.000    0.000    0.000 pchart.py:371(UnsortedChartParser)
1    0.000    0.000    0.000    0.000 exceptions.py:66(URLRequired)
1    0.000    0.000    0.000    0.000 pyparsing.py:2976(_ForwardNoRecurse)
1    0.000    0.000    0.000    0.000 semcor.py:214(SemcorWordView)
1    0.000    0.000    0.000    0.000 fitpack2.py:1307(RectSphereBivariateSpline)
1    0.000    0.000    0.000    0.000 anneal.py:134(boltzmann_sa)
1    0.000    0.000    0.000    0.000 {built-in method S_ISREG}
1    0.000    0.000    0.000    0.000 base.py:295(RegressorMixin)
1    0.000    0.000    0.000    0.000 _discrete_distns.py:461(planck_gen)
1    0.000    0.000    0.000    0.000 index.py:325(_coerce_to_ndarray)
1    0.000    0.000    0.000    0.000 pytables.py:131(DuplicateWarning)
1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
1    0.000    0.000    0.000    0.000 earleychart.py:173(CompleterRule)
1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
1    0.000    0.000    0.000    0.000 downloader.py:318(FinishCollectionMessage)
1    0.000    0.000    0.000    0.000 cbook.py:2282(_NestedClassGetter)
1    0.000    0.000    0.000    0.000 six.py:117(_LazyModule)
2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
1    0.000    0.000    0.000    0.000 context.py:276(ForkServerProcess)
1    0.000    0.000    0.000    0.000 combinator.py:86(UndirectedFunctionApplication)
6    0.000    0.000    0.000    0.000 nanops.py:687(make_nancomp)
1    0.000    0.000    0.000    0.000 six.py:80(_LazyDescr)
1    0.000    0.000    0.000    0.000 ticker.py:267(NullFormatter)
1    0.000    0.000    0.000    0.000 db.py:388(_SemiDBMNew)
1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
1    0.000    0.000    0.000    0.000 decimal.py:221(InvalidOperation)
1    0.000    0.000    0.000    0.000 grammar.py:199(FeatStructNonterminal)
1    0.000    0.000    0.000    0.000 logic.py:1600(QuantifiedExpression)
1    0.000    0.000    0.000    0.000 threading.py:1193(_MainThread)
1    0.000    0.000    0.000    0.000 featstruct.py:1684(SubstituteBindingsSequence)
1    0.000    0.000    0.000    0.000 downloader.py:321(StartPackageMessage)
1    0.000    0.000    0.000    0.000 exceptions.py:42(SSLError)
1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
1    0.000    0.000    0.000    0.000 kdtree.py:260(innernode)
1    0.000    0.000    0.000    0.000 evaluate.py:34(Error)
1    0.000    0.000    0.000    0.000 converter.py:250(PandasAutoDateLocator)
1    0.000    0.000    0.000    0.000 imp.py:112(NullImporter)
1    0.000    0.000    0.000    0.000 regexp.py:165(BlanklineTokenizer)
1    0.000    0.000    0.000    0.000 featstruct.py:1731(FeatureValueUnion)
1    0.000    0.000    0.000    0.000 ridge.py:884(RidgeCV)
1    0.000    0.000    0.000    0.000 queue.py:16(Empty)
1    0.000    0.000    0.000    0.000 stochastic_gradient.py:944(SGDRegressor)
1    0.000    0.000    0.000    0.000 propbank.py:302(PropbankChainTreePointer)
1    0.000    0.000    0.000    0.000 core.py:1034(_DomainedBinaryOperation)
1    0.000    0.000    0.000    0.000 linearlogic.py:424(VariableBindingException)
1    0.000    0.000    0.000    0.000 tarfile.py:268(ExtractError)
1    0.000    0.000    0.000    0.000 pchart.py:361(RandomChartParser)
1    0.000    0.000    0.000    0.000 ticker.py:311(FormatStrFormatter)
1    0.000    0.000    0.000    0.000 client.py:219(HTTPMessage)
1    0.000    0.000    0.000    0.000 offsets.py:2129(Milli)
1    0.000    0.000    0.000    0.000 tagged.py:261(MacMorphoCorpusReader)
1    0.000    0.000    0.000    0.000 {built-in method openssl_sha512}
1    0.000    0.000    0.000    0.000 argparse.py:655(ArgumentDefaultsHelpFormatter)
1    0.000    0.000    0.000    0.000 {built-in method getuid}
1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
1    0.000    0.000    0.000    0.000 framenet.py:402(PrettyList)
1    0.000    0.000    0.000    0.000 featstruct.py:1716(FeatureValueSet)
1    0.000    0.000    0.000    0.000 groupby.py:3455(NDFrameSplitter)
1    0.000    0.000    0.000    0.000 resolution.py:598(UnificationException)
1    0.000    0.000    0.000    0.000 optimize.py:666(_LineSearchError)
1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
1    0.000    0.000    0.000    0.000 pyparsing.py:250(RecursiveGrammarException)
1    0.000    0.000    0.000    0.000 texttiling.py:373(TokenSequence)
1    0.000    0.000    0.000    0.000 __init__.py:349(_CountryNameDict)
1    0.000    0.000    0.000    0.000 {built-in method _set_sentinel}
1    0.000    0.000    0.000    0.000 pytables.py:104(PossibleDataLossError)
1    0.000    0.000    0.000    0.000 pyparsing.py:215(ParseException)
1    0.000    0.000    0.000    0.000 _basinhopping.py:252(RandomDisplacement)
1    0.000    0.000    0.000    0.000 ticker.py:992(IndexLocator)
1    0.000    0.000    0.000    0.000 pyparsing.py:2838(SkipTo)
1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:467(NonprojectiveDependencyParser)
1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
1    0.000    0.000    0.000    0.000 base.py:399(TransformerMixin)
1    0.000    0.000    0.000    0.000 featurechart.py:303(FeatureTopDownInitRule)
1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
1    0.000    0.000    0.000    0.000 framenet.py:260(FramenetError)
1    0.000    0.000    0.000    0.000 pyparsing.py:2345(_ErrorStop)
1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
1    0.000    0.000    0.000    0.000 data.py:903(__init__)
1    0.000    0.000    0.000    0.000 chart.py:155(__init__)
1    0.000    0.000    0.000    0.000 parse.py:509(unquote)
1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
1    0.000    0.000    0.000    0.000 core.py:801(_DomainGreaterEqual)
1    0.000    0.000    0.000    0.000 imp.py:159(_LoadSourceCompatibility)
1    0.000    0.000    0.000    0.000 decimal.py:5838(_Log10Memoize)
1    0.000    0.000    0.000    0.000 regexp.py:755(ChunkRuleWithContext)
1    0.000    0.000    0.000    0.000 request.py:577(HTTPDefaultErrorHandler)
1    0.000    0.000    0.000    0.000 __init__.py:138(Event)
1    0.000    0.000    0.000    0.000 snowball.py:2413(PortugueseStemmer)
1    0.000    0.000    0.000    0.000 univariate_selection.py:490(SelectFwe)
1    0.000    0.000    0.000    0.000 tz.py:573(tzstr)
1    0.000    0.000    0.000    0.000 prover9.py:337(Prover9FatalException)
1    0.000    0.000    0.000    0.000 tarfile.py:292(InvalidHeaderError)
1    0.000    0.000    0.000    0.000 rfe.py:213(RFECV)
1    0.000    0.000    0.000    0.000 series.py:264(_set_subtyp)
1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
1    0.000    0.000    0.000    0.000 six.py:230(Module_six_moves_urllib_error)
1    0.000    0.000    0.000    0.000 drt.py:655(DrtEqualityExpression)
1    0.000    0.000    0.000    0.000 logic.py:720(TruthValueType)
1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
1    0.000    0.000    0.000    0.000 common.py:86(_ABCGeneric)
1    0.000    0.000    0.000    0.000 api.py:10(StemmerI)
1    0.000    0.000    0.000    0.000 argparse.py:1189(Namespace)
1    0.000    0.000    0.000    0.000 filedialog.py:351(Directory)
1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentError)
1    0.000    0.000    0.000    0.000 chart.py:1160(FilteredSingleEdgeFundamentalRule)
11    0.000    0.000    0.000    0.000 topics.py:80(<lambda>)
1    0.000    0.000    0.000    0.000 gbq.py:94(NotFoundException)
1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
1    0.000    0.000    0.000    0.000 category_explorer.py:193(irrelevant_links_per_node_incremental_fn)
1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:156(DemoScorer)
1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreFalseAction)
1    0.000    0.000    0.000    0.000 downloader.py:330(FinishDownloadMessage)
1    0.000    0.000    0.000    0.000 converter.py:106(PeriodConverter)
1    0.000    0.000    0.000    0.000 common.py:26(PandasError)
1    0.000    0.000    0.000    0.000 packers.py:582(Unpacker)
1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
1    0.000    0.000    0.000    0.000 prover9.py:40(Prover9CommandParent)
1    0.000    0.000    0.000    0.000 pyparsing.py:2175(StringEnd)
1    0.000    0.000    0.000    0.000 drt.py:56(<listcomp>)
1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
1    0.000    0.000    0.000    0.000 prover9.py:60(Prover9Command)
1    0.000    0.000    0.000    0.000 parse.py:262(SplitResultBytes)
1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
1    0.000    0.000    0.000    0.000 stata.py:330(PossiblePrecisionLoss)
1    0.000    0.000    0.000    0.000 decimal.py:298(Inexact)
1    0.000    0.000    0.000    0.000 indexing.py:31(_IndexSlice)
1    0.000    0.000    0.000    0.000 conll.py:511(ConllChunkCorpusReader)
1    0.000    0.000    0.000    0.000 client.py:1246(NotConnected)
1    0.000    0.000    0.000    0.000 subprocess.py:363(SubprocessError)
1    0.000    0.000    0.000    0.000 context.py:283(ForkContext)
1    0.000    0.000    0.000    0.000 csv.py:53(excel)
1    0.000    0.000    0.000    0.000 senseval.py:73(SensevalCorpusView)
1    0.000    0.000    0.000    0.000 glue.py:607(DrtGlue)
1    0.000    0.000    0.000    0.000 downloader.py:312(DownloaderMessage)
1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
1    0.000    0.000    0.000    0.000 numeric.py:2743(_unspecified)
1    0.000    0.000    0.000    0.000 chart.py:1108(BottomUpPredictRule)
1    0.000    0.000    0.000    0.000 util.py:778(LazyMap)
1    0.000    0.000    0.000    0.000 __init__.py:2566(Frame)
1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
1    0.000    0.000    0.000    0.000 simple.py:54(TabTokenizer)
1    0.000    0.000    0.000    0.000 exceptions.py:93(StreamConsumedError)
1    0.000    0.000    0.000    0.000 pkg_resources.py:914(ExtractionError)
1    0.000    0.000    0.000    0.000 least_angle.py:1011(LassoLarsCV)
1    0.000    0.000    0.000    0.000 pyparsing.py:2144(LineEnd)
1    0.000    0.000    0.000    0.000 case.py:123(_BaseTestCaseContext)
1    0.000    0.000    0.000    0.000 pkg_resources.py:189(UnknownExtra)
1    0.000    0.000    0.000    0.000 __init__.py:412(ConvergenceWarning)
1    0.000    0.000    0.000    0.000 cbook.py:898(Xlator)
1    0.000    0.000    0.000    0.000 snowball.py:132(PorterStemmer)
1    0.000    0.000    0.000    0.000 index.py:247(_reset_identity)
1    0.000    0.000    0.000    0.000 drt.py:595(DrtLambdaExpression)
1    0.000    0.000    0.000    0.000 groupby.py:3366(NDArrayGroupBy)
1    0.000    0.000    0.000    0.000 parse.py:267(ParseResultBytes)
1    0.000    0.000    0.000    0.000 earleychart.py:217(FeatureScannerRule)
1    0.000    0.000    0.000    0.000 common.py:23(NameResolutionError)
1    0.000    0.000    0.000    0.000 chunked.py:158(ChunkedCorpusView)
1    0.000    0.000    0.000    0.000 client.py:1296(LineTooLong)
1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
1    0.000    0.000    0.000    0.000 merge.py:486(_OrderedMerge)
1    0.000    0.000    0.000    0.000 cbook.py:565(Timeout)
1    0.000    0.000    0.000    0.000 decimal.py:310(InvalidContext)
1    0.000    0.000    0.000    0.000 context.py:22(AuthenticationError)
1    0.000    0.000    0.000    0.000 six.py:362(Module_six_moves_urllib_request)
1    0.000    0.000    0.000    0.000 from_model.py:11(_LearntSelectorMixin)
1    0.000    0.000    0.000    0.000 argparse.py:672(MetavarTypeHelpFormatter)
1    0.000    0.000    0.000    0.000 search_space.py:22(State)
1    0.000    0.000    0.000    0.000 indian.py:65(IndianCorpusView)
1    0.000    0.000    0.000    0.000 pool.py:157(ArrayMemmapReducer)
1    0.000    0.000    0.000    0.000 shutil.py:52(ExecError)
1    0.000    0.000    0.000    0.000 pyparsing.py:1656(CaselessLiteral)
1    0.000    0.000    0.000    0.000 ops.py:27(UndefinedVariableError)
1    0.000    0.000    0.000    0.000 basic.py:39(SpecialFunctionWarning)
1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
1    0.000    0.000    0.000    0.000 base.py:433(MetaEstimatorMixin)
1    0.000    0.000    0.000    0.000 earleychart.py:346(IncrementalBottomUpLeftCornerChartParser)
1    0.000    0.000    0.000    0.000 util.py:952(LazyEnumerate)
1    0.000    0.000    0.000    0.000 client.py:1263(IncompleteRead)
1    0.000    0.000    0.000    0.000 request.py:714(ProxyHandler)
1    0.000    0.000    0.000    0.000 regexp.py:427(ChinkRule)
1    0.000    0.000    0.000    0.000 common.py:119(CategoricalDtypeType)
1    0.000    0.000    0.000    0.000 records.py:215(record)
1    0.000    0.000    0.000    0.000 common.py:45(DtypeWarning)
1    0.000    0.000    0.000    0.000 panel.py:22(SparsePanelAxis)
1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreTrueAction)
1    0.000    0.000    0.000    0.000 pchart.py:378(LongestChartParser)
1    0.000    0.000    0.000    0.000 chart.py:890(AbstractChartRule)
1    0.000    0.000    0.000    0.000 decimal.py:287(DivisionUndefined)
1    0.000    0.000    0.000    0.000 fitpack2.py:1003(SphereBivariateSpline)
1    0.000    0.000    0.000    0.000 cookiejar.py:1203(Absent)
1    0.000    0.000    0.000    0.000 decimal.py:5842(__init__)
1    0.000    0.000    0.000    0.000 parse.py:248(ParseResult)
1    0.000    0.000    0.000    0.000 switchboard.py:17(SwitchboardTurn)
1    0.000    0.000    0.000    0.000 linsolve.py:24(MatrixRankWarning)
1    0.000    0.000    0.000    0.000 pkg_resources.py:186(DistributionNotFound)
1    0.000    0.000    0.000    0.000 base.py:267(ClassifierMixin)
1    0.000    0.000    0.000    0.000 format.py:1979(IntArrayFormatter)
1    0.000    0.000    0.000    0.000 featurechart.py:363(FeatureBottomUpPredictRule)
1    0.000    0.000    0.000    0.000 dis.py:159(Instruction)
1    0.000    0.000    0.000    0.000 simple.py:65(CharTokenizer)
1    0.000    0.000    0.000    0.000 logic.py:1813(UnexpectedTokenException)
1    0.000    0.000    0.000    0.000 six.py:247(Module_six_moves_urllib_request)
1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
1    0.000    0.000    0.000    0.000 scorer.py:58(_PredictScorer)
1    0.000    0.000    0.000    0.000 linearlogic.py:180(VariableExpression)
1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
1    0.000    0.000    0.000    0.000 sysconfig.py:503(get_config_vars)
1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
1    0.000    0.000    0.000    0.000 decimal.py:209(Clamped)
1    0.000    0.000    0.000    0.000 association.py:383(ContingencyMeasures)
1    0.000    0.000    0.000    0.000 cbook.py:644(Bunch)
1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreConstAction)
1    0.000    0.000    0.000    0.000 util.py:94(CutoffChecker)
1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:33(CGSteihaugSubproblem)
1    0.000    0.000    0.000    0.000 __init__.py:2136(Widget)
1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
1    0.000    0.000    0.000    0.000 util.py:2258(MutableOptionMenu)
1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
1    0.000    0.000    0.000    0.000 core.py:734(_DomainCheckInterval)
1    0.000    0.000    0.000    0.000 bracket_parse.py:165(AlpinoCorpusReader)
1    0.000    0.000    0.000    0.000 pydoc.py:278(ErrorDuringImport)
1    0.000    0.000    0.000    0.000 {built-in method openssl_sha1}
1    0.000    0.000    0.000    0.000 classes.py:518(NuSVR)
1    0.000    0.000    0.000    0.000 validation.py:20(DataConversionWarning)
1    0.000    0.000    0.000    0.000 logic.py:806(InconsistentTypeHierarchyException)
1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
1    0.000    0.000    0.000    0.000 cbook.py:1012(__init__)
1    0.000    0.000    0.000    0.000 dates.py:1103(HourLocator)
1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
1    0.000    0.000    0.000    0.000 feedparser.py:522(BytesFeedParser)
1    0.000    0.000    0.000    0.000 exceptions.py:84(HostChangedError)
1    0.000    0.000    0.000    0.000 index.py:2268(is_all_dates)
1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
1    0.000    0.000    0.000    0.000 request.py:1241(UnknownHandler)
1    0.000    0.000    0.000    0.000 tableau.py:475(Debug)
1    0.000    0.000    0.000    0.000 info.py:20(<module>)
1    0.000    0.000    0.000    0.000 pytables.py:273(JointFilterBinOp)
1    0.000    0.000    0.000    0.000 pkg_resources.py:1529(__init__)
1    0.000    0.000    0.000    0.000 cbook.py:1278(maxdict)
1    0.000    0.000    0.000    0.000 {built-in method set_typeDict}
1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
1    0.000    0.000    0.000    0.000 logic.py:1738(AndExpression)
1    0.000    0.000    0.000    0.000 fitpack2.py:845(LSQBivariateSpline)
1    0.000    0.000    0.000    0.000 expressions.py:42(set_use_numexpr)
1    0.000    0.000    0.000    0.000 six.py:134(_MovedItems)
1    0.000    0.000    0.000    0.000 chart.py:1064(CachedTopDownPredictRule)
1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
1    0.000    0.000    0.000    0.000 ticker.py:761(LogFormatterMathtext)
1    0.000    0.000    0.000    0.000 parallel.py:81(SafeFunction)
1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
1    0.000    0.000    0.000    0.000 decimal.py:276(DivisionImpossible)
1    0.000    0.000    0.000    0.000 __init__.py:1536(RootLogger)
1    0.000    0.000    0.000    0.000 regexp.py:471(UnChunkRule)
1    0.000    0.000    0.000    0.000 core.py:772(_DomainSafeDivide)
1    0.000    0.000    0.000    0.000 template.py:16(BrillTemplateI)
1    0.000    0.000    0.000    0.000 base.py:328(ClusterMixin)
1    0.000    0.000    0.000    0.000 data.py:421(GzipFileSystemPathPointer)
1    0.000    0.000    0.000    0.000 downloader.py:357(SelectDownloadDirMessage)
1    0.000    0.000    0.000    0.000 featstruct.py:1874(SlashFeature)
1    0.000    0.000    0.000    0.000 six.py:202(Module_six_moves_urllib_parse)
1    0.000    0.000    0.000    0.000 pydoc.py:2019(ModuleScanner)
1    0.000    0.000    0.000    0.000 util.py:1130(BracketWidget)
1    0.000    0.000    0.000    0.000 __init__.py:263(c_wchar)
1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
1    0.000    0.000    0.000    0.000 __init__.py:1067(PlaceHolder)
1    0.000    0.000    0.000    0.000 request.py:1074(ProxyDigestAuthHandler)
1    0.000    0.000    0.000    0.000 colors.py:782(ListedColormap)
1    0.000    0.000    0.000    0.000 pyparsing.py:2210(WordEnd)
1    0.000    0.000    0.000    0.000 pyparsing.py:2804(Optional)
1    0.000    0.000    0.000    0.000 dialog.py:12(Dialog)
1    0.000    0.000    0.000    0.000 sql.py:931(PandasSQL)
1    0.000    0.000    0.000    0.000 __init__.py:255(c_bool)
1    0.000    0.000    0.000    0.000 inspect.py:2056(_empty)
1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
1    0.000    0.000    0.000    0.000 ticker.py:323(StrMethodFormatter)
1    0.000    0.000    0.000    0.000 univariate_selection.py:422(SelectFpr)
1    0.000    0.000    0.000    0.000 internals.py:1197(NumericBlock)
1    0.000    0.000    0.000    0.000 pkg_resources.py:183(VersionConflict)
1    0.000    0.000    0.000    0.000 stata.py:522(StataParser)
